X,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
5420,Collingwood,6/13 Alexander St,1,u,365000,SP,Jellis,8/7/2017,2,3066,1,1,0,0,46,1960,Yarra,-37.79597,144.99108,Northern Metropolitan,4553
5421,Collingwood,30 Alexander St,3,h,1297000,S,Dixon,8/7/2017,2,3066,3,2,0,186,137,1890,Yarra,-37.79557,144.99158,Northern Metropolitan,4553
5422,Croydon,30 Allendale Rd,5,h,865000,PI,Ray,8/7/2017,23,3136,4,2,2,974,200,1975,Maroondah,-37.79189,145.29661,Eastern Metropolitan,11925
5423,Croydon,21 Dixon Av,4,h,760000,SP,Barry,8/7/2017,23,3136,4,2,2,815,140,1960,Maroondah,-37.78393,145.29132,Eastern Metropolitan,11925
5424,Croydon,434 Dorset Rd,3,h,725000,S,Stockdale,8/7/2017,23,3136,3,1,2,802,105,1980,Maroondah,-37.81083,145.28792,Eastern Metropolitan,11925
5425,Croydon,21 Taylors Rd,4,h,1120000,S,Barry,8/7/2017,23,3136,4,2,2,864,228,2008,Maroondah,-37.80718,145.28581,Eastern Metropolitan,11925
5426,Dandenong North,64 Waranga St,4,h,930000,S,Hodges,8/7/2017,24.7,3175,4,2,1,830,200,1980,Greater Dandenong,-37.94264,145.21786,South-Eastern Metropolitan,8322
5427,Deer Park,13 Cavendish Dr,3,h,557000,S,Barry,8/7/2017,14.8,3023,3,1,2,539,148,1985,Brimbank,-37.76545,144.76458,Western Metropolitan,6388
5428,Deer Park,13 Poole St,3,h,650000,PI,Barry,8/7/2017,14.8,3023,3,1,2,697,135,1955,Brimbank,-37.77396,144.77229,Western Metropolitan,6388
5429,Dingley Village,2 Cormorant Pl,3,h,806000,S,Buxton,8/7/2017,22.2,3172,3,2,1,539,134,1968,Kingston,-37.98086,145.11993,South-Eastern Metropolitan,3940
5430,Doncaster,10 Margot Av,4,h,1663000,S,Philip,8/7/2017,12.4,3108,4,3,2,674,250,1982,Manningham,-37.77102,145.13338,Eastern Metropolitan,9028
5431,Doncaster East,20 Dianne St,4,h,1310000,S,Barry,8/7/2017,14.3,3109,4,3,2,706,200,1970,Manningham,-37.79561,145.16268,Eastern Metropolitan,10999
5432,Doncaster East,2 Monet Ct,3,h,1530000,PI,Barry,8/7/2017,14.3,3109,3,2,2,798,160,1978,Manningham,-37.77655,145.15387,Eastern Metropolitan,10999
5433,Donvale,6/5 Sunray Ct,2,t,630000,PI,Sell,8/7/2017,16.1,3111,2,1,1,196,100,2000,Manningham,-37.80103,145.17844,Eastern Metropolitan,4790
5434,Eaglemont,129 Banksia St,3,h,1300000,VB,Nelson,8/7/2017,8.9,3084,3,1,2,615,138,1950,Banyule,-37.75825,145.05438,Eastern Metropolitan,1651
5435,Edithvale,96 Berry Av,5,h,1260000,SP,O'Brien,8/7/2017,27,3196,5,6,3,900,178,1960,Kingston,-38.04105,145.1216,South-Eastern Metropolitan,2546
5436,Eltham,6/17 Silver St,3,h,655000,S,Barry,8/7/2017,18,3095,3,1,2,197,108,2009,Nillumbik,-37.71613,145.13939,Eastern Metropolitan,6990
5437,Elwood,206/35 Ormond Rd,1,u,435000,S,Wilson,8/7/2017,7.2,3184,1,1,1,1192,44,2009,Port Phillip,-37.88306,144.9841,Southern Metropolitan,8989
5438,Epping,8 Efficient St,3,h,490000,SP,Ristic,8/7/2017,19.6,3076,3,2,2,375,155,2012,Whittlesea,-37.62157,145.01049,Northern Metropolitan,10926
5439,Epping,2/8 Zurzolo Tce,2,h,417500,S,Harcourts,8/7/2017,19.6,3076,2,1,1,157,102,2000,Whittlesea,-37.64827,145.05317,Northern Metropolitan,10926
5440,Essendon,13 Gordon St,3,h,1398000,SP,Barry,8/7/2017,7.5,3040,3,2,1,445,182,1960,Moonee Valley,-37.75621,144.93401,Western Metropolitan,9264
5441,Ferntree Gully,2 Clendon Rd,3,t,664000,S,Ray,8/7/2017,24.8,3156,3,2,1,219,138,2010,Knox,-37.8798,145.2775,Eastern Metropolitan,10788
5442,Fitzroy,502/416 Gore St,2,u,790000,S,Nelson,8/7/2017,2.1,3065,2,1,2,6367,75,1930,Yarra,-37.7967,144.98363,Northern Metropolitan,5825
5443,Fitzroy,604/353 Napier St,2,u,830000,S,Jellis,8/7/2017,2.1,3065,2,2,1,4421,84,2011,Yarra,-37.79721,144.98073,Northern Metropolitan,5825
5444,Fitzroy,307/185 Rose St,1,u,456000,SP,hockingstuart,8/7/2017,2.1,3065,1,1,1,0,51,2011,Yarra,-37.79636,144.98394,Northern Metropolitan,5825
5445,Frankston,87 Aquarius Dr,3,h,565000,S,O'Brien,8/7/2017,38,3199,3,1,2,713,155,1980,Frankston,-38.16483,145.16383,South-Eastern Metropolitan,17055
5446,Frankston South,14 Hoadley Av,3,h,810000,S,Ash,8/7/2017,38,3199,3,1,2,835,118,1960,Frankston,-38.15983,145.11351,South-Eastern Metropolitan,7566
5447,Gladstone Park,19 Osborne Av,4,h,749000,SP,Barry,8/7/2017,12.9,3043,4,2,2,561,160,1970,Hume,-37.68269,144.88601,Western Metropolitan,3285
5448,Glen Iris,13/11 Belmont Av,1,u,260000,PI,Woodards,8/7/2017,7.3,3146,1,1,1,0,38,1950,Stonnington,-37.8574,145.04795,Southern Metropolitan,10412
5449,Glen Iris,1/15 Belmont Av,1,u,330000,SP,Thomson,8/7/2017,7.3,3146,1,1,1,0,44,1960,Stonnington,-37.85702,145.04801,Southern Metropolitan,10412
5450,Glen Iris,11/62 Edgar St N,2,u,501000,S,Jellis,8/7/2017,7.3,3146,2,1,1,2015,77,1960,Stonnington,-37.85019,145.0465,Southern Metropolitan,10412
5451,Glen Waverley,1 Dorset St,3,h,1070000,S,Harcourts,8/7/2017,16.7,3150,3,2,1,839,116,1970,Monash,-37.89813,145.14652,Eastern Metropolitan,15321
5452,Glenroy,58 Bindi St,4,h,7.00E+05,S,RW,8/7/2017,11.2,3046,4,2,1,655,82,1950,Moreland,-37.69558,144.93223,Northern Metropolitan,8870
5453,Glenroy,4/71 Station Rd,2,t,4.00E+05,VB,Nelson,8/7/2017,11.2,3046,2,1,1,102,70,2012,Moreland,-37.71122,144.91863,Northern Metropolitan,8870
5454,Glenroy,270 West St,2,h,675000,S,Eview,8/7/2017,11.2,3046,2,2,1,248,99,2011,Moreland,-37.69705,144.94219,Northern Metropolitan,8870
5455,Greensborough,53 Narbethong Dr,3,h,866000,S,hockingstuart,8/7/2017,16.1,3088,3,2,2,743,147,1980,Banyule,-37.71733,145.09622,Northern Metropolitan,8524
5456,Greenvale,4 Lysterfield Dr,5,h,8.00E+05,SP,LJ,8/7/2017,20.4,3059,5,3,2,544,332,2008,Hume,-37.61079,144.90823,Northern Metropolitan,4864
5457,Hadfield,9 Bond St,3,h,735000,S,Eview,8/7/2017,11.2,3046,3,1,1,626,122,1950,Moreland,-37.71425,144.95013,Northern Metropolitan,2606
5458,Hadfield,3A Neil St,2,t,595000,S,Eview,8/7/2017,11.2,3046,2,2,1,201,111,2005,Moreland,-37.71147,144.93927,Northern Metropolitan,2606
5459,Hampton East,3/8 Eldon Ct,2,t,771000,S,McGrath,8/7/2017,13.8,3188,2,1,1,0,99,1992,Bayside,-37.94083,145.03682,Southern Metropolitan,2356
5460,Hampton Park,6 The Mews,3,h,4.00E+05,PI,Stockdale,8/7/2017,33.3,3976,3,1,1,301,98,1998,Casey,-38.0457,145.27395,South-Eastern Metropolitan,8256
5461,Hawthorn,5/29 Bell St,1,u,455000,S,Jellis,8/7/2017,5.3,3122,1,1,1,0,49,1960,Boroondara,-37.81823,145.03972,Southern Metropolitan,11308
5462,Hawthorn East,1/1091 Burke Rd,2,u,615888,SP,Marshall,8/7/2017,6.2,3123,2,1,1,915,73,1970,Boroondara,-37.81835,145.05895,Southern Metropolitan,6482
5463,Highett,33 Haynes St,4,h,1820000,S,hockingstuart,8/7/2017,16,3190,4,2,2,680,680,2006,Bayside,-37.94882,145.03111,Southern Metropolitan,4794
5464,Hughesdale,40 Canterbury St,5,h,1475000,S,Woodards,8/7/2017,12.3,3166,5,2,3,548,157,1920,Monash,-37.90403,145.08118,Southern Metropolitan,3145
5465,Ivanhoe,49 Carn Av,5,h,2100000,PI,Upper,8/7/2017,7.8,3079,5,3,2,740,222,1960,Banyule,-37.76086,145.05177,Eastern Metropolitan,5549
5466,Ivanhoe,207 Waterdale Rd,2,h,1320000,S,Miles,8/7/2017,7.8,3079,2,1,0,620,114,1920,Banyule,-37.76091,145.04437,Eastern Metropolitan,5549
5467,Jacana,17 Fidge Ct,2,h,575500,S,RW,8/7/2017,14,3047,2,1,1,662,98,1960,Hume,-37.68988,144.91113,Northern Metropolitan,851
5468,Keilor,37 Parramatta Rd,4,h,635000,S,Nelson,8/7/2017,14.5,3036,4,2,2,531,138,1975,Brimbank,-37.71368,144.82082,Western Metropolitan,2339
5469,Keilor Downs,131 Odessa Av,3,h,620000,S,Barry,8/7/2017,15.5,3038,3,1,4,650,100,1985,Brimbank,-37.71575,144.80598,Western Metropolitan,3656
5470,Keilor East,71 Nyah St,5,h,1005000,SA,Nelson,8/7/2017,11.7,3033,5,3,2,596,176,1970,Moonee Valley,-37.7305,144.86863,Western Metropolitan,5629
5471,Keilor Park,39 Flinders St,3,h,7.00E+05,S,Nelson,8/7/2017,10.4,3042,3,1,1,590,130,1970,Brimbank,-37.7219,144.85239,Western Metropolitan,1119
5472,Kensington,14/8 Mawbey St,1,u,390000,SP,Edward,8/7/2017,3.4,3031,1,1,1,0,60,2000,Melbourne,-37.79023,144.92335,Northern Metropolitan,5263
5473,Kew,88 Gladstone St,3,h,1410000,PI,Noel,8/7/2017,5.4,3101,3,1,1,404,113,1930,Boroondara,-37.79893,145.04266,Southern Metropolitan,10331
5474,Lalor,23 Cyprus St,3,h,710500,S,Barry,8/7/2017,16.3,3075,3,2,1,655,120,1975,Whittlesea,-37.67414,145.0205,Northern Metropolitan,8279
5475,Lalor,18 Howell St,3,h,752000,S,hockingstuart,8/7/2017,16.3,3075,3,1,2,604,102,1950,Whittlesea,-37.6708,145.01353,Northern Metropolitan,8279
5476,Lalor,17 Menzies Pde,3,h,622000,S,Ray,8/7/2017,16.3,3075,3,1,2,575,113,1970,Whittlesea,-37.67146,145.03232,Northern Metropolitan,8279
5477,Maidstone,1/1 Clarendon St,3,t,650000,PI,Jas,8/7/2017,6.4,3012,3,2,2,159,128,2016,Maribyrnong,-37.78502,144.86733,Western Metropolitan,3873
5478,Maidstone,19/8 Crefden St,2,u,435000,S,Biggin,8/7/2017,6.4,3012,2,2,1,0,96,2017,Maribyrnong,-37.77813,144.87287,Western Metropolitan,3873
5479,Maribyrnong,8 Mitchell St,4,h,1340000,S,hockingstuart,8/7/2017,4.3,3032,4,1,3,697,155,1920,Maribyrnong,-37.78352,144.88981,Western Metropolitan,4918
5480,Meadow Heights,10 Castella Ct,3,h,450000,SP,Barry,8/7/2017,17.4,3048,3,1,1,702,96,1970,Hume,-37.66059,144.92006,Northern Metropolitan,4704
5481,Meadow Heights,23 Goodenia Cl,3,h,440000,S,YPA,8/7/2017,17.4,3048,3,1,2,570,112,1992,Hume,-37.64769,144.91359,Northern Metropolitan,4704
5482,Melton,28 Atkin St,4,h,550000,PI,Ryder,8/7/2017,31.7,3337,4,2,2,1241,194,1970,Melton,-37.68686,144.58157,Western Victoria,3600
5483,Melton,22 Bittern St,3,h,373500,S,HAR,8/7/2017,31.7,3337,3,2,2,586,118,1980,Melton,-37.67831,144.57342,Western Victoria,3600
5484,Mentone,11/19 Brindisi St,2,u,640000,S,Chisholm,8/7/2017,20,3194,2,1,1,128,72,1972,Kingston,-37.98346,145.06313,South-Eastern Metropolitan,6162
5485,Mentone,1/1 Franklin St,3,t,940000,S,hockingstuart,8/7/2017,20,3194,3,1,2,331,157.9352,1989,Kingston,-37.97759,145.06482,South-Eastern Metropolitan,6162
5486,Mill Park,23 Galilee Cr,3,h,705000,S,RW,8/7/2017,17.9,3082,3,2,2,840,161,1970,Whittlesea,-37.67391,145.0618,Northern Metropolitan,10529
5487,Mill Park,15 Heritage Dr,4,h,790000,S,Ray,8/7/2017,17.9,3082,4,2,2,530,186,1990,Whittlesea,-37.65217,145.04863,Northern Metropolitan,10529
5488,Mill Park,15 Mockridge Dr,5,h,704500,S,Ray,8/7/2017,17.9,3082,5,3,2,656,130,1970,Whittlesea,-37.6641,145.05123,Northern Metropolitan,10529
5489,Mill Park,49 Romano Av,4,h,550000,S,Ray,8/7/2017,17.9,3082,4,2,1,531,175,1970,Whittlesea,-37.65121,145.05404,Northern Metropolitan,10529
5490,Mill Park,53 Romano Av,5,h,598000,S,Ray,8/7/2017,17.9,3082,5,3,1,531,122,1990,Whittlesea,-37.65116,145.05439,Northern Metropolitan,10529
5491,Mill Park,15 Warburton Ct,3,h,592000,S,Harcourts,8/7/2017,17.9,3082,3,1,1,622,128,1992,Whittlesea,-37.66294,145.06301,Northern Metropolitan,10529
5492,Mill Park,11 Woolnough Dr,3,h,602000,S,Ray,8/7/2017,17.9,3082,3,1,1,546,136,1977,Whittlesea,-37.65359,145.04276,Northern Metropolitan,10529
5493,Montrose,44 Richards Rd,4,h,735000,S,McGrath,8/7/2017,28.8,3765,4,2,2,846,160,1980,Yarra Ranges,-37.81018,145.35396,Eastern Victoria,2493
5494,Moonee Ponds,102 Waverley St,4,h,1270000,S,Jellis,8/7/2017,6.2,3039,4,1,3,478,152,1925,Moonee Valley,-37.76421,144.90571,Western Metropolitan,6232
5495,Mooroolbark,5 Byron Ct,3,h,650000,PI,iTRAK,8/7/2017,26.5,3138,3,2,2,1103,126.8,1976,Yarra Ranges,-37.78695,145.32513,Eastern Victoria,8280
5496,Mordialloc,49 Jenkins St,4,h,1400000,PI,Ray,8/7/2017,21.5,3195,4,2,2,530,313,2007,Kingston,-38.00429,145.10286,South-Eastern Metropolitan,3650
5497,Mordialloc,9A Montgomery St,3,t,1627000,S,hockingstuart,8/7/2017,21.5,3195,3,2,2,304,233,2007,Kingston,-38.00644,145.08478,South-Eastern Metropolitan,3650
5498,Mount Waverley,15 Virginia St,3,h,1850000,PI,Jellis,8/7/2017,14.2,3149,3,1,1,717,153,1960,Monash,-37.87754,145.12076,Eastern Metropolitan,13366
5499,Murrumbeena,6 Gerald St,4,h,1820000,S,Buxton,8/7/2017,10.1,3163,4,2,1,632,265,1915,Glen Eira,-37.89465,145.06984,Southern Metropolitan,4442
5500,North Melbourne,39/101 Leveson St,2,u,785000,S,Nelson,8/7/2017,1.8,3051,2,2,1,0,95,2008,Melbourne,-37.80202,144.95104,Northern Metropolitan,6821
5501,Nunawading,3/29 Mount Pleasant Rd,2,u,676000,S,Fletchers,8/7/2017,15.4,3131,2,1,1,149,84,1970,Whitehorse,-37.8231,145.17911,Eastern Metropolitan,4973
5502,Nunawading,8 Olwen St,3,h,1002000,S,Fletchers,8/7/2017,15.4,3131,3,1,2,598,143,1960,Whitehorse,-37.80827,145.17885,Eastern Metropolitan,4973
5503,Nunawading,1/44 Shady Gr,4,t,1175000,S,Noel,8/7/2017,15.4,3131,4,3,2,289,170,2011,Whitehorse,-37.82895,145.17678,Eastern Metropolitan,4973
5504,Oakleigh East,1/22 Nonna St,3,h,875000,S,Buxton,8/7/2017,12.3,3166,3,2,2,295,144,2006,Monash,-37.90088,145.11692,Southern Metropolitan,2547
5505,Oakleigh South,4/1248 North Rd,4,u,774000,S,HAR,8/7/2017,15.5,3167,4,2,2,0,147,2000,Monash,-37.91121,145.09598,South-Eastern Metropolitan,3692
5506,Ormond,2/50 Lillimur Rd,1,u,327000,S,Buxton,8/7/2017,11.4,3204,1,1,1,0,32,1960,Glen Eira,-37.89976,145.04215,Southern Metropolitan,3578
5507,Ormond,300 Tucker Rd,4,h,1900000,S,Buxton,8/7/2017,11.4,3204,4,2,2,700,210,1920,Glen Eira,-37.9075,145.05329,Southern Metropolitan,3578
5508,Parkdale,1/168 Beach Rd,4,h,2185000,S,Ray,8/7/2017,21.5,3195,4,2,3,220,213,2010,Kingston,-38.00205,145.07853,South-Eastern Metropolitan,5087
5509,Pascoe Vale,8A Tangyes St,3,h,1210000,S,Nelson,8/7/2017,8.5,3044,3,2,1,330,226,2012,Moreland,-37.72623,144.94521,Northern Metropolitan,7485
5510,Reservoir,24 Daleglen St,1,h,351000,SP,Harcourts,8/7/2017,12,3073,1,1,1,168,63,1950,Darebin,-37.69828,145.02184,Northern Metropolitan,21650
5511,Ringwood,5 Jacks Pl,4,h,1725000,S,Hoskins,8/7/2017,19.9,3134,4,2,2,1016,310,2002,Maroondah,-37.78372,145.25311,Eastern Metropolitan,7785
5512,Ringwood,1/13 Maidstone St,2,h,633000,S,Purplebricks,8/7/2017,19.9,3134,2,1,2,123,95,2005,Maroondah,-37.82223,145.22504,Eastern Metropolitan,7785
5513,Ringwood East,1 Tweed St,4,h,1090000,S,Philip,8/7/2017,21.3,3135,4,1,2,894,115,1950,Maroondah,-37.8159,145.24688,Eastern Metropolitan,4407
5514,Rowville,45 Severn Cr,4,h,936000,S,HAR,8/7/2017,23.5,3178,4,2,2,675,190,1980,Knox,-37.91692,145.25896,South-Eastern Metropolitan,11667
5515,Rowville,18 Yvette Dr,3,h,860000,S,Harcourts,8/7/2017,23.5,3178,3,2,2,537,220,2001,Knox,-37.92778,145.24796,South-Eastern Metropolitan,11667
5516,Sandringham,154 Abbott St,4,h,850000,PI,McGrath,8/7/2017,15.2,3191,4,3,2,709,327,2017,Bayside,-37.95095,145.02096,Southern Metropolitan,4497
5517,Seaford,43 Molesworth St,4,h,8.00E+05,VB,Harcourts,8/7/2017,35.4,3198,4,2,0,1151,207,1969,Frankston,-38.11336,145.15035,South-Eastern Metropolitan,8077
5518,South Melbourne,1 Reilly Pl,3,h,1720000,S,Greg,8/7/2017,1.9,3205,3,2,2,81,137,1998,Port Phillip,-37.83631,144.95536,Southern Metropolitan,5943
5519,South Morang,35 Cobblestone Dr,3,h,690000,S,Harcourts,8/7/2017,20.5,3752,3,2,2,545,196,2005,Whittlesea,-37.64426,145.1,Northern Metropolitan,7969
5520,South Morang,28 Kestrel Rd,4,h,875000,S,Iconek,8/7/2017,20.5,3752,4,2,2,613,332,2004,Whittlesea,-37.62648,145.07141,Northern Metropolitan,7969
5521,South Morang,3/32 Kumara Cct,3,t,420000,S,Harcourts,8/7/2017,20.5,3752,3,2,2,155,101,2011,Whittlesea,-37.63478,145.08486,Northern Metropolitan,7969
5522,South Morang,28 Rolain Av,4,h,677500,S,Harcourts,8/7/2017,20.5,3752,4,2,2,609,195,2005,Whittlesea,-37.63454,145.06894,Northern Metropolitan,7969
5523,South Yarra,2/45 Caroline St,2,u,6.00E+05,PI,Noel,8/7/2017,2.7,3141,2,1,1,876,62,1972,Stonnington,-37.83766,144.98799,Southern Metropolitan,14887
5524,South Yarra,308/800 Chapel St,2,u,762500,S,hockingstuart,8/7/2017,2.7,3141,2,1,1,17200,79,2003,Stonnington,-37.83613,144.99661,Southern Metropolitan,14887
5525,South Yarra,639 Punt Rd,4,h,1855500,S,Greg,8/7/2017,2.7,3141,4,2,1,176,216,1880,Melbourne,-37.83986,144.98598,Southern Metropolitan,14887
5526,Spotswood,64 Craig St,2,h,802000,S,McGrath,8/7/2017,6.2,3015,2,1,1,174,100.6,1900,Hobsons Bay,-37.83162,144.88742,Western Metropolitan,1223
5527,St Albans,10 Leslie St,4,h,631000,S,Barry,8/7/2017,14,3021,4,1,3,559,158,1970,Brimbank,-37.73593,144.8101,Western Metropolitan,14042
5528,St Albans,21 Shirley St,3,h,582000,S,YPA,8/7/2017,14,3021,3,1,0,674,94,1960,Brimbank,-37.73704,144.79108,Western Metropolitan,14042
5529,St Kilda,22/220 Barkly St,1,u,468000,SP,Buxton,8/7/2017,5,3182,1,1,1,0,55,2000,Port Phillip,-37.87094,144.9807,Southern Metropolitan,13240
5530,St Kilda,9/285 Barkly St,1,u,470000,VB,Chisholm,8/7/2017,5,3182,1,1,1,548,44.4,2009,Port Phillip,-37.87312,144.97986,Southern Metropolitan,13240
5531,Strathmore,1/351 Napier St,3,u,750000,VB,Nelson,8/7/2017,8.2,3041,3,2,2,288,94,1970,Moonee Valley,-37.73415,144.91852,Western Metropolitan,3284
5532,Sunbury,13 McComb St,4,h,410000,PI,Brad,8/7/2017,31.7,3429,4,2,2,587,164,1986,Hume,-37.58231,144.69962,Western Metropolitan,14092
5533,Sunbury,17 Mudie Av,4,h,512500,S,Raine,8/7/2017,31.7,3429,4,2,2,581,139,1960,Hume,-37.57355,144.70854,Western Metropolitan,14092
5534,Sunshine,8 Kinnane Cr,3,h,830500,S,Douglas,8/7/2017,10.5,3020,3,1,2,508,111,1950,Brimbank,-37.7807,144.83648,Western Metropolitan,3755
5535,Sunshine West,27 Buckingham Cr,3,h,551000,S,Barry,8/7/2017,10.5,3020,3,1,2,613,105,1974,Brimbank,-37.80046,144.82676,Western Metropolitan,6763
5536,Sunshine West,1/52 Drinkwater Cr,3,h,450000,S,Douglas,8/7/2017,10.5,3020,3,1,2,283,104,1970,Brimbank,-37.79703,144.81228,Western Metropolitan,6763
5537,Templestowe,7 Clays Ct,4,h,1635000,S,Barry,8/7/2017,15.5,3106,4,3,2,896,215,1985,Manningham,-37.76797,145.13799,Eastern Metropolitan,6202
5538,Templestowe Lower,5 Sophora Ct,3,h,1138000,S,Barry,8/7/2017,12.4,3107,3,2,2,706,184,1970,Manningham,-37.77185,145.12509,Eastern Metropolitan,5420
5539,The Basin,325 Forest Rd,3,h,477000,S,Ray,8/7/2017,27,3154,3,1,1,518,102,1960,Knox,-37.85971,145.31036,Eastern Metropolitan,1690
5540,Thomastown,18 Dakota Dr,3,h,605000,S,Ray,8/7/2017,15.3,3074,3,1,2,533,114,1975,Whittlesea,-37.68579,144.98878,Northern Metropolitan,7955
5541,Thomastown,13 Kemp Av,3,h,610000,S,Harcourts,8/7/2017,15.3,3074,3,1,2,544,131,1970,Whittlesea,-37.68336,145.0029,Northern Metropolitan,7955
5542,Thomastown,232 Main St,3,h,580000,S,Harcourts,8/7/2017,15.3,3074,3,1,2,538,140,1975,Whittlesea,-37.67751,144.98663,Northern Metropolitan,7955
5543,Thornbury,1/54 Pender St,1,u,415000,S,Harcourts,8/7/2017,7,3071,1,1,1,0,39,1970,Darebin,-37.75443,145.00919,Northern Metropolitan,8870
5544,Thornbury,159A Smith St,2,h,905000,S,Nelson,8/7/2017,7,3071,2,1,0,225,100,1960,Darebin,-37.75642,144.98755,Northern Metropolitan,8870
5545,Truganina,4 Romek Wy,3,h,451000,S,TRUE,8/7/2017,18.4,3029,3,2,2,347,134,2010,Wyndham,-37.83963,144.71487,Western Metropolitan,5811
5546,Tullamarine,19 Gordon St,4,h,895000,S,Jason,8/7/2017,12.9,3043,4,2,2,700,267,1999,Hume,-37.70598,144.87616,Western Metropolitan,3296
5547,Tullamarine,1/119 Melrose Dr,4,h,586000,SP,Stockdale,8/7/2017,12.9,3043,4,1,3,0,158,1975,Hume,-37.70695,144.88514,Western Metropolitan,3296
5548,Wantirna South,1 Riverpark Dr,4,h,1055000,S,Ray,8/7/2017,14.7,3152,4,2,2,652,203,1997,Knox,-37.87325,145.23244,Eastern Metropolitan,7082
5549,Werribee,9 Sherrin Ct,3,h,529000,S,YPA,8/7/2017,14.7,3030,3,2,2,847,143,1980,Wyndham,-37.88421,144.67869,Western Metropolitan,16166
5550,Werribee,46 Vincent Cr,3,h,484000,S,hockingstuart,8/7/2017,14.7,3030,3,1,0,531,100,1960,Wyndham,-37.88996,144.65526,Western Metropolitan,16166
5551,West Melbourne,125/33 Jeffcott St,2,u,670000,S,MICM,8/7/2017,3.1,3003,2,1,1,17,90,1996,Melbourne,-37.8118,144.95259,Northern Metropolitan,2230
5552,West Melbourne,207/493 Victoria St,2,u,510000,S,McGrath,8/7/2017,3.1,3003,2,1,1,75,66,2007,Melbourne,-37.80473,144.9435,Northern Metropolitan,2230
5553,Westmeadows,14 Devenish Ct,3,h,410000,VB,Barry,8/7/2017,16.5,3049,3,1,2,542,107,1970,Hume,-37.66948,144.90385,Northern Metropolitan,2474
5554,Windsor,8/9 The Avenue,1,u,410000,S,Buxton,8/7/2017,4.6,3181,1,1,1,0,51,1960,Stonnington,-37.85687,144.99748,Southern Metropolitan,4380
5555,Wyndham Vale,112 Eureka Dr,4,h,478000,S,hockingstuart,8/7/2017,27.2,3024,4,2,2,400,151.54,2008,Wyndham,-37.87047,144.59864,Western Metropolitan,5262
5556,Yarraville,62 Stephen St,3,h,1285000,SP,Village,8/7/2017,6.3,3013,3,1,1,284,124,1900,Maribyrnong,-37.81335,144.89471,Western Metropolitan,6543
5557,Abbotsford,143 Charles St,3,h,1635000,S,Nelson,12/8/2017,3,3067,3,1,0,142,130,1880,Yarra,-37.80359,144.99538,Northern Metropolitan,4019
5558,Altona,232 Blyth St,3,h,1225000,S,Barlow,12/8/2017,11,3018,3,1,1,697,132,1970,Hobsons Bay,-37.87256,144.8078,Western Metropolitan,5301
5559,Altona,41 Maidstone St,3,u,767000,SP,Barlow,12/8/2017,11,3018,3,2,1,305,132,2005,Hobsons Bay,-37.871,144.81153,Western Metropolitan,5301
5560,Altona Meadows,1 Sheppard Ct,4,h,810000,SP,Purplebricks,12/8/2017,15.5,3028,4,2,2,749,180.9,1989,Hobsons Bay,-37.88413,144.79033,Western Metropolitan,7630
5561,Armadale,21/62 Wattletree Rd,2,u,821000,S,hockingstuart,12/8/2017,6.3,3143,2,2,1,3093,75,2006,Stonnington,-37.86165,145.02148,Southern Metropolitan,4836
5562,Ashburton,2/6 Ramu Gr,4,t,1520000,S,Jellis,12/8/2017,10.2,3147,4,3,2,267,190,2012,Boroondara,-37.87036,145.08471,Southern Metropolitan,3052
5563,Ashburton,19 Ward St,3,h,2299500,S,Jellis,12/8/2017,10.2,3147,3,2,3,634,230,1940,Boroondara,-37.86516,145.07958,Southern Metropolitan,3052
5564,Balwyn,54 Northcote Av,4,h,2360000,S,Fletchers,12/8/2017,7.9,3103,4,3,2,848,214,1926,Boroondara,-37.81462,145.08776,Southern Metropolitan,5682
5565,Balwyn North,45A Helston St,4,h,1460000,VB,hockingstuart,12/8/2017,9.7,3104,4,2,2,433,185,1955,Boroondara,-37.78368,145.09545,Southern Metropolitan,7809
5566,Bentleigh,60A Fromer St,4,t,1280000,S,Buxton,12/8/2017,11.4,3204,4,3,2,306,200,2014,Glen Eira,-37.92893,145.04581,Southern Metropolitan,6795
5567,Bentleigh,15A Windsor Av,4,t,1750000,S,Buxton,12/8/2017,11.4,3204,4,3,2,429,262,2013,Glen Eira,-37.91582,145.048,Southern Metropolitan,6795
5568,Blackburn,140 Surrey Rd,3,h,1100000,S,Noel,12/8/2017,13.4,3130,3,1,2,492,124,1957,Whitehorse,-37.81169,145.15735,Eastern Metropolitan,5713
5569,Blackburn North,5 Hibiscus Rd,4,h,1250000,PI,Jellis,12/8/2017,13.4,3130,4,2,2,580,161,1965,Whitehorse,-37.8051,145.14351,Eastern Metropolitan,2867
5570,Briar Hill,31 Boyce Av,3,h,830000,S,Buckingham,12/8/2017,16.1,3088,3,1,2,905,183,1962,Banyule,-37.7063,145.12215,Eastern Metropolitan,1390
5571,Brighton,2A Collins St,4,h,4050000,PI,Buxton,12/8/2017,10.5,3186,4,4,4,508,465,2011,Bayside,-37.90904,144.99868,Southern Metropolitan,10579
5572,Brighton,4 Glendora Av,4,h,2210000,SP,Marshall,12/8/2017,10.5,3186,4,2,1,396,175,1908,Bayside,-37.88779,144.99933,Southern Metropolitan,10579
